sample,0,1,2,3,4,5,6,7,8,9
SAMPLE 185,0.24791166,1.0057791,0.5417769,-0.5331631,0.3150116,-0.15618192,0.3343558,-0.5834403,1.3335634,0.7300719
SAMPLE 186,0.37711966,1.0380143,0.609367,-0.076033026,-0.1143153,0.36643678,0.095028564,-0.631444,0.6700924,0.43113977
SAMPLE 187,0.29455364,1.0705898,0.49033704,0.18517803,0.31606817,0.21444473,0.07882557,-0.66947126,0.7869671,0.73580045
SAMPLE 188,0.23658034,1.0195087,0.5363354,-0.36609918,0.09757968,-0.013236658,0.14058246,-0.5990262,1.2024397,0.79131037
SAMPLE 189,0.22710754,0.97108346,0.39654753,-0.60985065,0.09223337,0.063374564,0.20899406,-0.58361024,1.0974486,0.62790924
SAMPLE 190,0.21025574,0.8951097,-0.07775753,-0.112263106,-0.10791652,0.018510107,-0.03724053,-0.649012,0.9492666,0.5124235
SAMPLE 191,0.25931916,1.0291648,0.59706,-0.45750564,-0.019183153,-0.13362265,0.25911453,-0.5459596,1.2867463,0.64479214
SAMPLE 192,0.21486634,1.0364498,0.7252764,-0.24858667,-0.18864763,0.036101267,0.3047686,-0.5185616,1.192406,0.60110474
SAMPLE 193,0.2176221,0.9864099,0.55469495,-0.45136702,0.010695492,-0.23121697,0.22020844,-0.52264464,1.3189973,0.7616806
SAMPLE 194,-0.2353329,-0.08619124,0.05181381,0.24909787,-0.097978935,0.18601109,-0.5991749,-0.32110095,0.82316303,0.34776917
SAMPLE 195,0.44478488,0.38066682,0.5175593,0.70469904,-0.6872921,-0.14850266,-0.34058514,-0.6114128,0.94193166,-0.18008107
SAMPLE 196,0.17491958,0.8508192,0.48144758,-0.5147333,0.10150256,-0.15476088,0.25942263,-0.5208976,1.3325909,0.67886543
SAMPLE 197,0.25238857,1.1063275,0.56461096,-0.25191155,0.1044527,-0.076441586,0.3117729,-0.55292153,1.229805,0.6902141
SAMPLE 198,0.23723058,0.9970205,0.4304701,-0.4936503,0.09677358,0.088039726,0.12688743,-0.6159638,1.0891571,0.6753733
SAMPLE 199,0.24985793,0.96926343,0.45555258,-0.5215516,-0.0036181898,0.04514025,0.11276524,-0.6061781,1.1349376,0.65966535
SAMPLE 200,0.32526025,0.90244997,-0.093912676,-0.29850662,-0.23425548,-0.045133468,-0.07739713,-0.66865975,1.0703202,0.5348047
SAMPLE 201,0.34217036,1.0815854,0.53702754,-0.10024612,0.1481104,0.13576475,0.022683244,-0.646064,0.9095346,0.6662099
SAMPLE 202,0.22348227,1.0009915,0.68155754,-0.13399965,-0.1693058,0.29483512,0.14980745,-0.531765,0.95308435,0.5663656
SAMPLE 203,0.27427575,1.0602165,0.5411699,-0.3599415,0.18344343,-0.13377957,0.17388926,-0.60405487,1.1901798,0.7370978
SAMPLE 204,0.18794586,0.9591412,0.49655357,-0.25535512,0.09090337,0.1785487,0.11028362,-0.6113971,1.1061295,0.68594664
SAMPLE 205,0.3318219,0.9776648,0.6745499,0.06512575,-0.13783154,0.44487473,0.059606783,-0.6106003,0.6382271,0.5462702
SAMPLE 206,0.28102592,1.1331898,0.6998208,-0.28279015,-0.14762281,0.08179537,0.25519434,-0.5862082,1.150202,0.68685335
SAMPLE 207,0.31194544,1.0124115,0.32962048,-0.44261762,0.4042977,0.20781119,0.091064356,-0.66411585,0.88919073,0.7323143
SAMPLE 208,-0.24811903,-0.0053802426,0.28273767,0.15734103,-0.06907433,0.10095438,-0.61189187,-0.36464083,1.2006984,0.54051745
SAMPLE 209,0.5405339,0.5145703,0.3942104,0.735156,-0.65096873,-0.22237208,-0.28692424,-0.65835243,0.79533195,-0.15795586
SAMPLE 210,-0.048317295,0.63480294,0.6519344,-0.097889334,-1.0094693,-0.27572805,0.2708725,-0.49774468,1.1551775,-0.0696668
SAMPLE 211,-0.24497914,0.31329092,0.041874107,-0.19123785,-0.29489642,-0.16376725,-0.009615637,-0.20993432,1.3183289,-0.24063356
SAMPLE 212,0.45747575,0.4276162,0.49076766,0.64085114,-0.6760367,-0.25415736,-0.26748767,-0.61870944,0.97355735,-0.20107625
SAMPLE 213,0.46708187,0.45056012,0.39864394,0.79541135,-0.7639265,-0.30561435,-0.29087374,-0.5995841,0.9027679,-0.18102759
SAMPLE 214,-0.26277924,-0.080967486,0.20242198,-0.16212931,-0.17677598,0.13921952,-0.64194196,-0.38700894,1.174897,0.45592085
SAMPLE 215,-0.100692526,0.62465197,0.6513609,-0.13698429,-1.188859,-0.36018988,0.30617827,-0.4417558,1.3781031,0.021092933
SAMPLE 216,-0.3357303,0.3388518,0.06522474,-0.020084905,-0.4647248,-0.42703262,0.48474947,-0.11251497,1.5889635,-0.017774645
SAMPLE 217,-0.027578386,0.85511774,0.58901155,-0.19215831,-1.3125751,-0.315653,0.88828236,-0.48058075,1.1621186,0.12885389
SAMPLE 218,0.46550086,0.48533168,0.40760288,0.76748127,-0.72196066,-0.23848523,-0.28022155,-0.6079648,0.7997974,-0.14398609
SAMPLE 219,-0.093643725,0.71066004,0.6432534,0.16172871,-1.1203523,-0.29229167,0.40598673,-0.42501774,1.1866192,-0.11352107
SAMPLE 220,-0.13542552,0.6901252,0.6721663,-0.23817633,-1.2171872,-0.36014503,0.4811454,-0.4399397,1.2584413,0.031452235
SAMPLE 221,0.5484922,0.51047426,0.4551814,0.48247302,-0.77576226,-0.33044496,-0.25409,-0.7013334,1.0027689,-0.26603398
SAMPLE 222,0.55251086,0.48203754,0.48039457,0.6880706,-0.72712183,-0.33066678,-0.22639363,-0.67147285,1.0350829,-0.18406478
SAMPLE 223,-0.0103359595,0.66443074,0.72881484,-0.2511536,-1.1421535,-0.39861414,0.43957183,-0.47624516,1.2832154,0.0024967298
SAMPLE 224,0.12957773,0.91840017,0.06981288,-0.0545661,-0.036672577,-0.36863258,0.31734702,-0.5181557,1.3861765,0.8842495
SAMPLE 225,0.2275302,0.8918529,0.08304669,0.30923554,-0.01301953,-0.15829676,0.09793185,-0.54802877,1.1288702,0.7400867
SAMPLE 226,0.15515217,0.8965545,0.029811673,0.12328025,0.026507642,-0.16729283,0.20255782,-0.49503863,1.3316755,0.8200044
SAMPLE 227,0.15977828,0.97993165,0.07507863,0.19782859,0.06248647,-0.37488952,0.2537727,-0.52475876,1.3693135,0.85112315
SAMPLE 228,0.1940382,0.9914092,0.079531506,-0.05580657,-0.01615785,-0.3798594,0.29619184,-0.4911493,1.4230849,0.8730319
SAMPLE 229,0.16628708,1.0218223,0.6301705,-0.3902831,0.03969113,-0.33687386,0.31951913,-0.49861225,1.4584582,0.8186785
SAMPLE 230,0.18107833,0.9609412,0.4989627,-0.21899408,-0.23731467,0.24472193,0.13198781,-0.5738745,1.0421871,0.64292425
SAMPLE 231,-0.3039153,0.24933624,-0.22716305,-0.7243542,-0.81814086,-0.10545816,-0.074017815,-0.15742189,1.0703008,0.04809511
SAMPLE 232,-0.36653605,0.24125083,-0.24630013,-0.7614525,-0.8907778,-0.17383489,-0.0148568135,-0.116185084,1.0980462,0.03469596
SAMPLE 233,-0.3364182,0.21545221,-0.2679967,-0.7812633,-0.8339801,-0.15174888,-0.09003892,-0.12407205,1.0580634,0.032630578
SAMPLE 234,-0.28287238,0.09150778,-0.56232584,-0.13464221,-0.9876727,-0.41727182,0.41149646,-0.10267979,0.9535891,-0.14928958
SAMPLE 235,-0.24447775,0.12953627,-0.57824934,0.00668323,-0.8057761,-0.8149999,0.36003774,-0.1394211,1.11604,-0.12537384
SAMPLE 236,-0.26777625,0.088845655,-0.56227803,-0.021426994,-0.6780678,-0.37813333,0.24912587,-0.12688002,1.0647423,-0.119086176
SAMPLE 237,-0.28128415,0.17406484,-0.39816448,0.35597312,-0.65421677,-0.16071236,0.0021548602,-0.18077907,0.9252434,0.033960696
SAMPLE 238,-0.253245,0.18286993,-0.45157126,-0.29196084,-0.95275795,-0.40822965,0.43359682,-0.13038996,0.8431101,-0.11128543
SAMPLE 239,-0.22516285,0.18760209,-0.36277777,-0.18924966,-0.9554585,-0.34297675,0.2476262,-0.15819438,1.1163781,-0.10293619
SAMPLE 240,-0.24627699,0.1676657,-0.45414898,-0.21625486,-1.1664608,-0.7384494,0.4286459,-0.09934652,1.1255003,-0.06113507
SAMPLE 241,-0.23108394,0.20066184,-0.50270253,-0.1957314,-1.100858,-0.5609027,0.41855493,-0.14872947,0.95215446,-0.05040525
SAMPLE 242,-0.26364154,0.16607144,-0.51547146,-0.030152155,-0.8853933,-0.78882074,0.38893542,-0.11250951,1.1537013,-0.048556175
SAMPLE 243,-0.2537199,0.16213061,-0.44657734,-0.22545198,-1.0917442,-0.83343035,0.4217995,-0.109428495,1.1516787,-0.055812255
SAMPLE 244,-0.25966346,0.15802762,-0.43538538,-0.05984129,-1.0687861,-0.95087785,0.38723752,-0.10796975,1.2297602,-0.102286994
SAMPLE 245,-0.27531883,0.22089352,-0.39771852,-0.059047323,-0.8910313,-0.46889713,0.39262927,-0.10513997,1.1391524,-0.065581225
SAMPLE 246,-0.29755214,0.14592582,-0.51035845,-0.061326087,-0.9600309,-0.46967378,0.25924215,-0.10455675,1.1662917,-0.09343681
SAMPLE 247,-0.27675143,0.1461463,-0.5677601,-0.0809999,-0.9198166,-0.79943293,0.37193066,-0.10377835,1.1671585,-0.060720693
SAMPLE 248,-0.21138905,0.19918457,-0.47942618,-0.019144801,-0.75796485,-0.40506038,0.29148152,-0.18472008,1.0738661,-0.1637856
SAMPLE 249,-0.267038,0.19310762,-0.5787179,-0.08473111,-0.9854643,-0.88263834,0.48070168,-0.13410695,1.1593328,-0.047313422
SAMPLE 250,-0.28934616,0.15991828,-0.53354686,-0.12721036,-1.0084715,-0.7841233,0.45970926,-0.08479212,1.1053278,-0.0972788
SAMPLE 251,-0.30856252,0.17338555,-0.51519316,0.050324842,-1.0200847,-0.88155556,0.49877676,-0.12160228,1.1432585,0.021205425
SAMPLE 252,-0.2591598,0.22614984,-0.43446174,-0.13844518,-1.1629491,-0.8540165,0.45337668,-0.12133204,1.1976845,-0.022339443
SAMPLE 253,-0.26074025,0.11062957,-0.46508396,-0.09792685,-0.8973287,-0.4320275,0.3965734,-0.074079916,1.0431374,-0.133607
SAMPLE 254,-0.2601044,0.18309313,-0.36796635,0.020102656,-0.9902109,-0.8808193,0.3496599,-0.1132181,1.2348697,-0.06318548
SAMPLE 255,-0.27831012,0.12881649,-0.5176245,0.009120562,-0.9136205,-0.77774674,0.33093125,-0.062141284,1.055016,-0.16220687
SAMPLE 256,-0.30143723,0.1868951,-0.47459736,0.04585528,-1.0307972,-0.97902733,0.41538084,-0.10974844,1.134369,-0.00924738
SAMPLE 257,-0.27348596,0.13770269,-0.4344818,0.036189504,-0.9066043,-0.53146756,0.28043085,-0.116719656,0.97044396,-0.018176802
SAMPLE 258,-0.27086323,0.18616706,-0.50013036,-0.06953784,-1.0533359,-0.6768123,0.4464895,-0.12971264,1.0434444,-0.0911046
SAMPLE 259,-0.3784378,0.012116663,-0.28759083,0.13383114,-0.61250293,0.14935063,-0.050381366,-0.13025019,0.9872734,0.21950749
SAMPLE 260,0.0009216105,0.45152915,-0.23075874,0.6141999,-0.76414233,-0.36715874,0.10585855,-0.3822398,1.1510366,-0.2019752
SAMPLE 261,0.04589027,0.4521515,-0.36928487,0.70425135,-0.50565714,-0.28574622,0.050506487,-0.37136614,0.98647714,-0.1419405
SAMPLE 262,-0.39641568,0.007349974,-0.2802828,0.053635783,-0.46628,0.17475942,-0.16445766,-0.14416873,1.1335157,0.37290314
SAMPLE 263,0.027794356,0.34068722,-0.31260145,0.2848124,-0.6898927,-0.07708303,0.04088823,-0.3656169,0.91624403,-0.20153674
SAMPLE 264,-0.43900633,-0.01478099,-0.19132459,0.012956751,-0.57524574,0.15016533,-0.07285456,-0.10780775,1.2134318,0.34278464
SAMPLE 265,0.10349958,0.45165825,-0.1937147,0.33482,-0.69961447,-0.18656579,0.09258799,-0.44063196,1.0742301,-0.27772626
SAMPLE 266,-0.42163235,0.011026704,-0.23041844,0.05869266,-0.57580423,0.011517306,-0.06386385,-0.15865609,1.310104,0.3982391
SAMPLE 267,-0.23773782,0.23792137,-0.5241405,-0.080611624,-0.7510909,-0.91324544,0.4146569,-0.18559015,1.2053341,-0.1460869
SAMPLE 268,-0.2550999,0.23881526,-0.4521199,-0.058979034,-0.9696581,-0.83832204,0.38664803,-0.08566301,1.3008332,-0.052535728
SAMPLE 269,-0.23602435,0.27403888,-0.5008935,-0.017893026,-0.9196407,-1.0160067,0.44983023,-0.14323723,1.2016472,-0.1004996
SAMPLE 270,-0.24186005,0.15064563,-0.49982628,-0.11599232,-0.7317813,-0.56376183,0.1983925,-0.13973723,1.271201,-0.109822996
SAMPLE 271,-0.25550562,0.29705137,-0.49251688,0.11510299,-0.9915016,-1.0293001,0.53618985,-0.19031836,1.1967196,0.0034028776
SAMPLE 272,-0.23840362,0.24562712,-0.57348996,-0.09062816,-0.9310419,-0.945602,0.40646273,-0.1826638,1.1714509,-0.052004118
SAMPLE 273,-0.24996492,0.38135308,-0.008498357,-0.1038576,-0.28513527,-0.2004407,0.11787831,-0.19007751,1.407606,-0.18401219
SAMPLE 274,-0.3112301,0.30337667,-0.15245043,-0.8088326,-0.3385487,-0.19676362,0.35265785,-0.12968889,1.3486922,-0.13067432
SAMPLE 275,-0.26918608,0.3679054,-0.15716988,-0.83595115,-0.34352854,-0.23986958,0.2403303,-0.22173627,1.2359414,-0.08665497
SAMPLE 276,0.21803327,0.9083816,0.047621794,0.39707536,0.06891889,-0.2893114,0.11706832,-0.56560767,1.0752467,0.66894895
SAMPLE 277,0.14583048,0.8525847,-0.014798761,0.22303964,0.18897384,-0.2546501,0.16648038,-0.5381861,1.1816525,0.7845137
SAMPLE 278,0.34203586,1.1590967,0.45341873,-0.1773099,0.036534335,0.19861838,0.14048298,-0.64981383,0.84071195,0.5446415
SAMPLE 279,0.16446625,0.97845227,0.16172013,-0.04643907,0.09551039,0.57258874,0.55104154,-0.5292627,1.1040634,0.5684886
SAMPLE 280,0.21356575,0.9421593,0.5196731,-0.37186918,0.1946388,0.0012718153,0.10692152,-0.56847,1.1464541,0.72174793
SAMPLE 281,0.23947147,1.0729654,0.61686033,-0.26808342,0.16142114,-0.097591884,0.15281376,-0.5726898,1.1292251,0.7609187
SAMPLE 282,0.24630977,0.967829,0.1221333,-0.0858372,0.05537683,0.58653903,0.46968418,-0.5806749,1.0547303,0.64832443
SAMPLE 283,0.19941606,1.0189124,0.13843966,0.0012566614,0.0707131,0.6240074,0.59709954,-0.556993,1.1540146,0.74187887
SAMPLE 284,0.27503264,0.9672101,0.4255826,-0.4844962,0.27657998,0.15488872,0.20005724,-0.5908965,1.026018,0.6597251
SAMPLE 285,0.23675556,0.9765958,0.49312013,-0.39711872,0.37559277,-0.1171594,0.16643536,-0.57064337,1.2409765,0.73968667
SAMPLE 286,-0.33325872,0.23977998,-0.21803638,-0.8021766,-0.8076413,-0.23045032,0.011018182,-0.1297392,1.0837405,0.035400815
SAMPLE 287,-0.3563879,0.22917944,-0.21069011,-0.7641642,-0.861905,-0.09227605,0.016937481,-0.08245077,1.038768,0.013838156
SAMPLE 288,-0.3641704,0.15538783,-0.2597795,-0.7034254,-0.7705009,-0.08990089,-0.09898261,-0.095979534,0.9636834,0.009513104
SAMPLE 289,-0.3225189,0.23293406,-0.2788664,-0.7876281,-0.8063708,-0.1293615,-0.055751257,-0.11291464,1.0273105,0.0014616562
SAMPLE 290,0.24899828,0.9898093,0.12199439,0.009855085,-0.036046498,0.5751157,0.6147884,-0.5370586,1.1099538,0.6594283
SAMPLE 291,0.17256346,0.90748173,0.55665845,-0.24639337,0.20049636,-0.08615304,0.054816462,-0.5769939,1.2358431,0.7244185
SAMPLE 292,0.15970413,0.82958776,0.44221348,-0.6126027,0.01878404,0.094648175,0.14569193,-0.5382135,1.0815194,0.66355324
SAMPLE 293,0.20945142,0.9089018,0.47447976,-0.52381057,0.23958531,-0.004589164,0.15883714,-0.56857795,1.1814485,0.6948705
SAMPLE 294,0.2326199,0.99081826,0.12895164,-0.0063215247,0.006257813,0.62334484,0.5383939,-0.6062884,1.085642,0.626263
SAMPLE 295,0.21767446,0.95728886,0.16406298,0.015483902,-0.034480594,0.592846,0.5745897,-0.550339,1.1168779,0.65299404
SAMPLE 296,-0.34707576,0.17225373,-0.20448215,-0.7483057,-0.73998183,-0.06217025,-0.15014389,-0.104119934,1.0296718,0.016832154
SAMPLE 297,-0.3414055,0.17665933,-0.24575493,-0.7444403,-0.8598419,-0.18386465,-0.073180616,-0.12166568,1.0757551,-0.014152388
SAMPLE 298,-0.3770677,0.19162823,-0.22446299,-0.7329044,-0.82340175,-0.08817072,-0.13806409,-0.06890353,1.0612482,0.04258199
SAMPLE 299,-0.35813802,0.1838753,-0.21579409,-0.7465465,-0.842294,-0.12537132,-0.072175115,-0.09467567,1.0414118,0.036335323
SAMPLE 300,-0.35559422,0.15662266,-0.22400409,-0.7464847,-0.8004592,-0.13870671,-0.15139915,-0.08570309,1.0302702,0.042646643
SAMPLE 301,-0.33050385,0.21373466,-0.2001614,-0.761828,-0.85864496,-0.15274778,-0.023918074,-0.1535256,1.0510203,0.018372884
SAMPLE 302,-0.35818303,0.19074251,-0.19837594,-0.7951488,-0.8209493,-0.26146898,-0.04679128,-0.08496219,1.0979917,0.026460955
SAMPLE 303,-0.37690374,0.16198976,-0.22110756,-0.76958424,-0.8003321,-0.15390651,-0.13856578,-0.08764497,1.0789338,0.022821808
SAMPLE 304,-0.35596612,0.1539055,-0.22189662,-0.7134766,-0.8408872,-0.11710196,-0.087517545,-0.1186931,1.064624,0.006085028
SAMPLE 305,-0.35957333,0.18841688,-0.23601791,-0.74230975,-0.89001995,-0.10284308,-0.028218063,-0.08294273,1.0053905,0.020785796
SAMPLE 306,-0.34142962,0.17695954,-0.22947015,-0.7564073,-0.7575369,-0.17746864,-0.13862562,-0.11479603,1.0819119,0.02437189
SAMPLE 307,-0.36535612,0.18156278,-0.26419726,-0.7118977,-0.7980726,-0.20892069,-0.09303613,-0.07304609,1.1145108,0.06314061
SAMPLE 308,-0.36349794,0.17707072,-0.2534007,-0.75459754,-0.7476661,-0.12990823,-0.20556895,-0.08012867,1.0619881,-0.017911606
SAMPLE 309,-0.34502512,0.19764857,-0.22335888,-0.7991837,-0.7524668,-0.19298263,-0.17026402,-0.096843205,1.0590645,0.042944957
SAMPLE 310,-0.37136304,0.17530291,-0.23194492,-0.79412466,-0.824707,-0.1513375,-0.033007327,-0.06995875,1.0826523,-0.009253853
SAMPLE 311,-0.36037323,0.19267449,-0.2942794,-0.7689792,-0.7506071,-0.11777336,-0.1766607,-0.116620466,1.054746,0.029912239
SAMPLE 312,-0.3548956,0.21306893,-0.2068855,-0.7927403,-0.8534149,-0.050539933,0.051115733,-0.10323212,1.028551,0.0006717612
SAMPLE 313,-0.31381625,0.24144681,-0.16914764,-0.7237242,-0.7004848,-0.14986894,-0.12365893,-0.18189813,1.0924574,0.10129513
SAMPLE 314,-0.34881145,0.16308467,-0.28717834,-0.7514705,-0.8033019,-0.16001907,-0.10588944,-0.09903364,1.0492227,0.051739093
SAMPLE 315,-0.3636981,0.17214066,-0.2876687,-0.77082723,-0.790213,-0.18479854,-0.0987747,-0.09655016,1.0751253,0.052678175
SAMPLE 316,-0.35219237,0.11620964,-0.20155077,-0.7772221,-0.81638086,-0.18624976,-0.19619738,-0.09108595,1.0895208,0.050964713
SAMPLE 317,-0.388049,0.14716494,-0.18474033,-0.6486493,-0.83198005,-0.14466757,-0.2002544,-0.092258245,1.1512903,0.038823005
SAMPLE 318,-0.3764792,0.17295332,-0.26085234,-0.7389741,-0.78103226,-0.12503895,-0.14497349,-0.114889644,1.0308001,0.008645482
SAMPLE 319,-0.34972635,0.1851041,-0.25276268,-0.7091084,-0.78138584,-0.13453268,-0.14707777,-0.125463,1.0435511,0.018930351
SAMPLE 320,-0.35684144,0.18275009,-0.23061386,-0.71372163,-0.8693238,-0.13866355,-0.09455617,-0.085865684,1.0138674,0.0075219995
SAMPLE 321,-0.34672022,0.17976609,-0.27008468,-0.75301,-0.78036886,-0.17003588,-0.110225804,-0.087424666,1.0778515,0.010766627
SAMPLE 322,-0.3669749,0.12895732,-0.24960507,-0.7552469,-0.68926346,-0.209348,-0.10900207,-0.07419691,1.176571,0.029210249
SAMPLE 323,-0.3583894,0.18852228,-0.2533345,-0.72003776,-0.77374136,-0.17537229,-0.15352364,-0.09324672,1.0846739,-0.00022247148
SAMPLE 324,-0.3712111,0.17962837,-0.23727082,-0.721677,-0.90138966,-0.21270499,-0.018992405,-0.09132945,1.1067277,-0.009593345
SAMPLE 325,-0.3458807,0.21893992,-0.23531274,-0.8153092,-0.6454888,-0.17342801,-0.1936695,-0.13636294,1.10496,0.07390225
SAMPLE 326,-0.3732623,0.16150984,-0.2467802,-0.7513604,-0.8574166,-0.19887784,-0.1015936,-0.08779648,1.1167951,0.07522156
SAMPLE 327,-0.3684192,0.19417205,-0.24461256,-0.73491234,-0.8137495,-0.18065287,-0.10737203,-0.08539982,1.0870826,0.044292
SAMPLE 328,-0.3720698,0.15404208,-0.24493288,-0.7321279,-0.7561638,-0.11441016,-0.14835578,-0.11504435,1.0632255,0.03816884
SAMPLE 329,-0.28959483,0.30901834,0.11621445,-0.4269595,-0.53138375,-0.26633102,0.1181387,-0.15450597,1.5050904,-0.16168168
SAMPLE 330,-0.3245477,0.27240992,0.0063510784,-0.34982803,-0.4213135,-0.28714195,0.13091362,-0.16865619,1.4536241,-0.23739417
SAMPLE 331,-0.2337229,0.3167729,0.03913911,-0.35395327,-0.36885124,-0.17508696,0.18068506,-0.24317984,1.3930848,-0.14912179
SAMPLE 332,-0.2941944,0.42176354,0.18208922,-0.2456444,-0.5517226,-0.46892074,0.41089112,-0.17109442,1.6752211,-0.08743581
SAMPLE 333,-0.32806835,0.27427664,-0.22466904,-0.26841712,-0.17180923,-0.09480635,0.43561482,-0.15278557,1.3798935,-0.1338627
SAMPLE 334,-0.365473,0.18097532,-0.18854015,-0.9509544,-0.66055197,-0.2981138,0.20846201,-0.06867322,1.2245322,-0.07501195
SAMPLE 335,-0.37734064,0.26419547,-0.04907486,-0.39510608,-0.25594103,-0.20857625,0.6260269,-0.116833046,1.6255255,-0.085491
SAMPLE 336,-0.36566877,0.26020187,-0.06440849,-0.18057248,-0.5427433,-0.40497366,0.35776436,-0.015681246,1.4529555,-0.060409263
SAMPLE 337,0.05126973,0.45397457,-0.23779656,0.50499755,-0.8083402,-0.43796408,0.0506282,-0.4197946,1.3785619,-0.2699762
SAMPLE 338,-0.2978134,0.34301487,0.0891322,-0.3987471,-0.42455387,-0.09519438,0.26730242,-0.19187522,1.4236608,-0.1941351
SAMPLE 339,-0.26464838,0.29690316,0.07148676,-0.21914433,-0.3235735,-0.15452106,0.1660859,-0.20547277,1.3799584,-0.18405683
SAMPLE 340,-0.25743967,0.30526337,0.07537898,-0.3885169,-0.4341319,-0.2537563,0.2652141,-0.20995434,1.540216,-0.17865114
SAMPLE 341,-0.34143764,0.29913196,0.2471285,-0.17575236,-0.42038056,-0.42910165,0.38239944,-0.124391146,1.7427717,-0.137726
SAMPLE 342,-0.2959727,0.33470497,-0.098920226,-0.523738,-0.7386011,-0.15612295,0.25994158,-0.16969152,1.2831198,-0.10602075
SAMPLE 343,-0.34380358,0.202896,-0.19388874,-1.0093908,-0.65340364,-0.28528398,0.1658343,-0.07922805,1.1862262,-0.0711102
SAMPLE 344,-0.23333427,0.30372143,-0.0049029486,-0.24738255,-0.38356853,-0.11383211,0.10979077,-0.2064652,1.3379804,-0.26006898
SAMPLE 345,-0.3806,0.1810736,-0.22012876,-1.0085862,-0.56102943,-0.29038328,0.15821029,-0.06083706,1.2004415,-0.061305936
SAMPLE 346,-0.3000869,0.46928856,0.19256294,-0.4528357,-0.34040374,0.17875834,0.7361256,-0.16194251,1.3176165,-0.029485786
SAMPLE 347,-0.24520025,0.34328175,0.027772807,-0.33778378,-0.4115659,-0.14532445,0.0147538055,-0.21406049,1.2834427,-0.2135587
SAMPLE 348,-0.3126148,0.3080592,0.16799605,-0.30569342,-0.5530098,-0.15844545,0.2772616,-0.13449,1.4504879,-0.17273326
SAMPLE 349,-0.23729418,0.3531047,0.10519798,-0.55098915,-0.6283497,-0.2658625,0.23309605,-0.23120502,1.4255118,-0.1252496
SAMPLE 350,-0.3477277,0.18327475,-0.20869368,-0.78104377,-0.40399152,-0.1397976,0.1255696,-0.07985625,1.1987013,-0.21339063
SAMPLE 351,-0.26212433,0.32148498,0.018233856,-0.3420347,-0.38912806,-0.16203979,-0.019153265,-0.20655829,1.2569666,-0.20689037
SAMPLE 352,-0.3521213,0.16768734,-0.23710744,-0.9483013,-0.6068552,-0.33903158,0.14224644,-0.074877225,1.2210021,-0.106775224
SAMPLE 353,-0.2640128,0.32830894,-0.03862571,-0.5771886,-0.42195868,-0.22731291,0.117762,-0.1972732,1.3797743,-0.19276032
SAMPLE 354,-0.37669107,0.21438673,-0.24051441,-0.9695288,-0.5508411,-0.25263804,0.15200461,-0.05459168,1.1913168,-0.06443553
SAMPLE 355,-0.28898513,0.2776009,-0.070743784,-0.4184934,-0.44885695,-0.17532995,0.16637471,-0.19518676,1.366022,-0.17936228
SAMPLE 356,-0.4263648,0.117383815,-0.31848383,-0.6936078,-0.5454389,-0.36344543,0.0011996119,-0.03450697,1.296632,0.03360436
SAMPLE 357,-0.293972,0.32436416,0.11961169,-0.057373874,-0.45113587,-0.11833952,0.087751724,-0.15367793,1.3315153,-0.121419646
SAMPLE 358,-0.3344497,0.23929094,-0.14918785,-0.80209124,-0.39039022,-0.06979216,0.028389396,-0.10186874,1.2110866,-0.18183906
SAMPLE 359,-0.22956611,0.46339157,0.09521246,-0.2660389,-0.31514353,-0.18809548,0.2538411,-0.27654606,1.4908677,-0.16581309
SAMPLE 360,-0.2569254,0.28761137,0.029199664,-0.094851054,-0.34070933,-0.078873,0.088900805,-0.20593733,1.264712,-0.24615015
SAMPLE 361,-0.2812649,0.2708524,-0.015182023,-0.29326898,-0.3413169,-0.23135987,0.045099318,-0.15171425,1.3853103,-0.21509506
SAMPLE 362,-0.28295946,0.36258167,0.018373467,-0.50006986,-0.596986,-0.19564812,0.30992255,-0.20341866,1.3675227,-0.1246088
SAMPLE 363,-0.23088217,0.33919713,0.04571106,-0.1855066,-0.29377273,-0.14818938,0.20285012,-0.2744075,1.4073414,-0.22713682
SAMPLE 364,-0.29519555,0.29994595,-0.106015794,-0.7424706,-0.76955694,-0.215219,-0.018014496,-0.19419251,1.135348,0.12954617
SAMPLE 365,-0.3447452,0.18130518,-0.2238509,-0.8014767,-0.822755,-0.3420782,0.020799037,-0.072934024,1.2036822,0.049132876
SAMPLE 366,-0.3589757,0.22113173,-0.194737,-0.7828899,-0.85760945,-0.16438623,0.018509137,-0.103181794,1.0810678,0.029280981
