sample,cluster,methylation_class
SAMPLE 2665,2,"ATRT, SHH"
SAMPLE 2666,2,"ATRT, TYR"
SAMPLE 2667,10,"CNS NB, FOXR2"
SAMPLE 2668,10,"CNS NB, FOXR2"
SAMPLE 2669,10,"CNS NB, FOXR2"
SAMPLE 2670,4,PITUI
SAMPLE 2671,4,PITUI
SAMPLE 2672,4,"LGG, DNT"
SAMPLE 2673,4,"LGG, DNT"
SAMPLE 2674,4,"LGG, GG"
SAMPLE 2675,4,"LGG, MYB"
SAMPLE 2676,4,"LGG, GG"
SAMPLE 2677,4,"LGG, DNT"
SAMPLE 2678,6,"PTPR, A"
SAMPLE 2679,10,"CNS NB, FOXR2"
SAMPLE 2680,11,"HGNET, BCOR"
SAMPLE 2681,11,"HGNET, MN1"
SAMPLE 2682,6,"EFT, CIC"
SAMPLE 2683,4,DLGNT
SAMPLE 2684,4,DLGNT
SAMPLE 2685,4,"LGG, GG"
SAMPLE 2686,4,"LGG, DNT"
SAMPLE 2687,4,"LGG, DNT"
SAMPLE 2688,11,"GBM, MYCN"
SAMPLE 2689,5,"PITAD, STH SPA"
SAMPLE 2690,4,PITUI
SAMPLE 2691,4,DLGNT
SAMPLE 2692,12,DLGNT
SAMPLE 2693,5,"PITAD, ACTH"
SAMPLE 2694,5,"PITAD, ACTH"
SAMPLE 2695,5,"PITAD, ACTH"
SAMPLE 2696,5,"PITAD, ACTH"
SAMPLE 2697,5,"PITAD, ACTH"
SAMPLE 2698,5,"PITAD, ACTH"
SAMPLE 2699,5,"PITAD, ACTH"
SAMPLE 2700,5,"PITAD, ACTH"
SAMPLE 2701,5,"PITAD, ACTH"
SAMPLE 2702,4,PITUI
SAMPLE 2703,3,"GBM, RTK II"
SAMPLE 2704,3,"GBM, RTK II"
SAMPLE 2705,3,"GBM, MES"
SAMPLE 2706,4,PITUI
SAMPLE 2707,4,PITUI
SAMPLE 2708,4,PITUI
SAMPLE 2709,4,PITUI
SAMPLE 2710,5,"PITAD, ACTH"
SAMPLE 2711,5,"PITAD, ACTH"
SAMPLE 2712,5,"PITAD, ACTH"
SAMPLE 2713,5,"PITAD, STH DNS B"
SAMPLE 2714,5,"PITAD, STH DNS B"
SAMPLE 2715,5,"PITAD, STH DNS A"
SAMPLE 2716,5,"PITAD, STH DNS B"
SAMPLE 2717,5,"PITAD, STH DNS A"
SAMPLE 2718,4,ANA PA
SAMPLE 2719,3,ANA PA
SAMPLE 2720,4,ANA PA
SAMPLE 2721,4,PITUI
SAMPLE 2722,13,"MB, G3"
SAMPLE 2723,4,CHGL
SAMPLE 2724,7,"GBM, G34"
SAMPLE 2725,7,"GBM, G34"
SAMPLE 2726,7,"GBM, G34"
SAMPLE 2727,7,"GBM, G34"
SAMPLE 2728,7,"GBM, G34"
SAMPLE 2729,5,"PITAD, FSH LH"
SAMPLE 2730,5,"PITAD, FSH LH"
SAMPLE 2731,5,"PITAD, FSH LH"
SAMPLE 2732,5,"PITAD, FSH LH"
SAMPLE 2733,5,"PITAD, FSH LH"
SAMPLE 2734,10,"CNS NB, FOXR2"
SAMPLE 2735,14,"DMG, K27"
SAMPLE 2736,1,LIPN
SAMPLE 2737,5,"PIN T,  PB B"
SAMPLE 2738,5,"PIN T,  PB B"
SAMPLE 2739,5,"PIN T,  PB B"
SAMPLE 2740,5,"PIN T,  PB B"
SAMPLE 2741,5,"PIN T,  PB A"
SAMPLE 2742,5,"PIN T,  PB B"
SAMPLE 2743,5,"PIN T, PPT"
SAMPLE 2744,5,"PIN T,  PB B"
SAMPLE 2745,5,"PIN T,  PB B"
SAMPLE 2746,4,"LGG, DIG/DIA"
SAMPLE 2747,1,"CONTR, CEBM"
SAMPLE 2748,4,"CONTR, HEMI"
SAMPLE 2749,4,DLGNT
SAMPLE 2750,4,"CONTR, HYPTHAL"
SAMPLE 2751,4,"CONTR, HYPTHAL"
SAMPLE 2752,4,"CONTR, HYPTHAL"
SAMPLE 2753,4,"CONTR, HYPTHAL"
SAMPLE 2754,4,"CONTR, HYPTHAL"
SAMPLE 2755,4,"CONTR, HYPTHAL"
SAMPLE 2756,4,"CONTR, HYPTHAL"
SAMPLE 2757,4,"CONTR, HYPTHAL"
SAMPLE 2758,4,"CONTR, HYPTHAL"
SAMPLE 2759,4,CHGL
SAMPLE 2760,1,LIPN
SAMPLE 2761,5,"PITAD, TSH"
SAMPLE 2762,5,"PITAD, TSH"
SAMPLE 2763,5,"PITAD, TSH"
SAMPLE 2764,5,"PITAD, TSH"
SAMPLE 2765,5,"PITAD, TSH"
SAMPLE 2766,5,"PITAD, TSH"
SAMPLE 2767,5,"PITAD, TSH"
SAMPLE 2768,5,"PITAD, TSH"
SAMPLE 2769,5,"PITAD, TSH"
SAMPLE 2770,5,"PITAD, TSH"
SAMPLE 2771,2,LYMPHO
SAMPLE 2772,4,"LGG, DIG/DIA"
SAMPLE 2773,4,IHG
SAMPLE 2774,4,IHG
SAMPLE 2775,4,"LGG, DIG/DIA"
SAMPLE 2776,2,MELAN
SAMPLE 2777,4,"HGNET, MN1"
SAMPLE 2778,11,"HGNET, MN1"
SAMPLE 2779,11,"HGNET, MN1"
SAMPLE 2780,11,"HGNET, BCOR"
SAMPLE 2781,4,"LGG, RGNT"
SAMPLE 2782,4,"CONTR, WM"
SAMPLE 2783,4,CHGL
SAMPLE 2784,9,ETMR
SAMPLE 2785,1,LIPN
SAMPLE 2786,7,"GBM, MYCN"
SAMPLE 2787,5,"PIN T,  PB B"
SAMPLE 2788,5,"ENB, A"
SAMPLE 2789,5,"ENB, A"
SAMPLE 2790,5,"ENB, A"
SAMPLE 2791,5,"ENB, A"
SAMPLE 2792,5,"ENB, A"
SAMPLE 2793,5,"ENB, A"
SAMPLE 2794,5,"ENB, A"
SAMPLE 2795,8,"A IDH, HG"
SAMPLE 2796,4,"LGG, DIG/DIA"
SAMPLE 2797,5,"PIN T,  PB A"
SAMPLE 2798,4,ANA PA
SAMPLE 2799,14,ANA PA
SAMPLE 2800,4,ANA PA
SAMPLE 2801,4,ANA PA
