sample,dim1,dim2,cluster
SAMPLE 1835,24.38003,8.695355,12
SAMPLE 1836,6.953555,5.309336,2
SAMPLE 1837,4.8974576,7.66571,4
SAMPLE 1838,1.4597416,-8.589031,5
SAMPLE 1839,0.10988887,7.85792,4
SAMPLE 1840,7.0693045,5.300012,2
SAMPLE 1841,8.439004,5.1340766,6
SAMPLE 1842,-11.568089,5.197146,10
SAMPLE 1843,-11.515313,5.139079,10
SAMPLE 1844,8.307405,1.30626,14
SAMPLE 1845,23.358315,8.028283,12
SAMPLE 1846,-9.806918,-2.87879,13
SAMPLE 1847,23.511358,8.142994,12
SAMPLE 1848,14.049194,12.402939,3
SAMPLE 1849,14.831656,12.545086,3
SAMPLE 1850,8.030541,1.42587,14
SAMPLE 1851,2.2133338,6.849191,4
SAMPLE 1852,1.7950487,6.855592,4
SAMPLE 1853,3.279298,5.5657034,4
SAMPLE 1854,4.2949767,6.2773304,4
SAMPLE 1855,8.487746,1.2707855,14
SAMPLE 1856,2.3073077,6.8141255,4
SAMPLE 1857,2.274407,6.8696575,4
SAMPLE 1858,2.9618511,6.465319,4
SAMPLE 1859,19.668137,-11.255914,5
SAMPLE 1860,4.8321614,8.115218,4
SAMPLE 1861,14.36669,13.536808,3
SAMPLE 1862,14.884414,12.451574,3
SAMPLE 1863,14.3991785,11.878633,3
SAMPLE 1864,-11.569216,5.1981444,10
SAMPLE 1865,-4.826616,-5.9697237,13
SAMPLE 1866,19.416714,-11.00416,5
SAMPLE 1867,7.5156546,5.1865373,2
SAMPLE 1868,0.8743402,7.4717474,4
SAMPLE 1869,19.590147,-11.178002,5
SAMPLE 1870,19.644226,-11.23186,5
SAMPLE 1871,7.39295,17.837751,1
SAMPLE 1872,19.381664,-10.9691,5
SAMPLE 1873,19.39474,-10.982162,5
SAMPLE 1874,19.418444,-11.0057955,5
SAMPLE 1875,19.450554,-11.038012,5
SAMPLE 1876,19.397242,-10.984573,5
SAMPLE 1877,19.605993,-11.193724,5
SAMPLE 1878,19.39684,-10.984168,5
SAMPLE 1879,4.6554294,5.504022,4
SAMPLE 1880,4.879008,5.182434,4
SAMPLE 1881,3.1480768,6.3920693,4
SAMPLE 1882,4.7930274,7.9018655,4
SAMPLE 1883,14.328456,13.792434,3
SAMPLE 1884,23.343298,8.043933,12
SAMPLE 1885,14.381072,13.660549,3
SAMPLE 1886,-5.3340087,17.973034,9
SAMPLE 1887,-5.586423,18.225492,9
SAMPLE 1888,5.17585,1.3616503,11
SAMPLE 1889,6.9679403,18.33147,1
SAMPLE 1890,7.6749125,18.651978,1
SAMPLE 1891,7.692857,18.78884,1
SAMPLE 1892,8.143425,19.149292,13
SAMPLE 1893,9.009411,19.555927,13
SAMPLE 1894,7.508473,18.530231,1
SAMPLE 1895,24.412888,8.109023,12
SAMPLE 1896,24.371132,8.1518955,12
SAMPLE 1897,24.532211,8.554094,12
SAMPLE 1898,24.393024,8.262308,12
SAMPLE 1899,23.79483,8.06105,12
SAMPLE 1900,24.481295,8.082082,12
SAMPLE 1901,24.469881,8.034385,12
SAMPLE 1902,24.546772,8.423883,12
SAMPLE 1903,24.608028,8.703507,12
SAMPLE 1904,24.30608,8.497805,12
SAMPLE 1905,7.9333186,5.216333,6
SAMPLE 1906,5.4549885,9.262029,11
SAMPLE 1907,5.105295,8.944942,4
SAMPLE 1908,-4.8393617,-6.0974307,13
SAMPLE 1909,4.6481833,-4.121816,6
SAMPLE 1910,23.964703,8.115551,12
SAMPLE 1911,24.445938,7.7231984,12
SAMPLE 1912,8.490863,5.10407,6
SAMPLE 1913,8.190353,1.3980727,14
SAMPLE 1914,8.194144,1.3788757,14
SAMPLE 1915,0.7286444,6.204872,4
SAMPLE 1916,1.7205629,6.2426977,4
SAMPLE 1917,1.8629221,5.6337457,4
SAMPLE 1918,1.7766942,6.0219464,4
SAMPLE 1919,3.2934802,6.215265,4
SAMPLE 1920,0.7153073,13.062229,4
SAMPLE 1921,-4.53466,-5.882828,13
SAMPLE 1922,12.728783,-11.021091,2
SAMPLE 1923,12.512722,-10.17989,2
SAMPLE 1924,8.567518,5.0805855,6
SAMPLE 1925,2.298019,6.7746615,4
SAMPLE 1926,24.33104,8.421943,12
SAMPLE 1927,5.1673117,5.7771893,4
SAMPLE 1928,24.110504,8.131107,12
SAMPLE 1929,0.6558498,13.008679,4
SAMPLE 1930,1.1251427,-9.1631775,5
SAMPLE 1931,0.6985417,13.043214,4
SAMPLE 1932,-4.6665835,-7.389545,13
SAMPLE 1933,0.2642786,5.9077015,4
SAMPLE 1934,2.053258,6.7634964,4
SAMPLE 1935,8.5181055,1.2138399,14
SAMPLE 1936,3.7667525,10.327516,4
SAMPLE 1937,23.89383,8.340525,12
SAMPLE 1938,0.286432,6.382567,4
SAMPLE 1939,4.8217673,7.739721,4
SAMPLE 1940,3.1126978,8.2946615,4
SAMPLE 1941,2.9394937,8.316836,4
SAMPLE 1942,3.5988693,10.164574,4
SAMPLE 1943,2.0783553,8.098511,4
SAMPLE 1944,3.6888475,10.252169,4
SAMPLE 1945,3.7098286,10.312331,4
SAMPLE 1946,3.0568128,8.309707,4
SAMPLE 1947,3.6376512,10.220671,4
SAMPLE 1948,3.6583564,10.235029,4
SAMPLE 1949,5.015767,6.080371,4
SAMPLE 1950,4.6974964,6.394208,4
SAMPLE 1951,4.9377007,7.3856645,4
SAMPLE 1952,4.899878,7.3326955,4
SAMPLE 1953,4.8208327,6.557092,4
SAMPLE 1954,3.6158829,10.257449,4
SAMPLE 1955,3.6927166,10.278976,4
SAMPLE 1956,2.960018,5.496923,4
SAMPLE 1957,-11.5501,5.1781483,10
SAMPLE 1958,8.430712,5.159691,6
SAMPLE 1959,8.557376,1.1246166,14
SAMPLE 1960,8.074099,1.2244964,14
SAMPLE 1961,8.499968,1.233871,14
SAMPLE 1962,5.3610525,1.9363774,11
SAMPLE 1963,7.720526,1.5192285,14
SAMPLE 1964,5.40347,9.186468,11
SAMPLE 1965,5.478255,9.270442,11
SAMPLE 1966,19.449305,-11.036733,5
SAMPLE 1967,5.257799,5.772702,4
SAMPLE 1968,8.581205,5.2250576,6
SAMPLE 1969,-4.7383327,-6.2443647,13
SAMPLE 1970,5.197515,2.0353794,11
SAMPLE 1971,8.270881,1.3970276,14
SAMPLE 1972,7.90398,1.4188572,14
SAMPLE 1973,-5.168212,-6.6572614,13
SAMPLE 1974,14.709156,12.714981,3
SAMPLE 1975,3.792483,10.330921,4
SAMPLE 1976,13.779944,13.007312,3
SAMPLE 1977,13.997356,12.011419,3
SAMPLE 1978,1.1554519,5.9279833,4
SAMPLE 1979,5.1451464,8.079301,4
SAMPLE 1980,13.089026,-10.353969,2
SAMPLE 1981,12.9860735,-10.219732,2
SAMPLE 1982,13.148728,-11.098678,2
SAMPLE 1983,12.705437,-10.104627,2
SAMPLE 1984,13.167001,-10.654516,2
SAMPLE 1985,13.099664,-11.0556555,2
SAMPLE 1986,13.200262,-10.47645,2
SAMPLE 1987,12.913682,-10.227382,2
SAMPLE 1988,13.052179,-11.187852,2
SAMPLE 1989,12.575623,-10.000658,2
SAMPLE 1990,13.180156,-10.125801,2
SAMPLE 1991,13.171024,-10.655371,2
SAMPLE 1992,24.228676,8.094591,12
SAMPLE 1993,14.686554,12.153544,3
SAMPLE 1994,0.2791184,5.8688912,4
SAMPLE 1995,8.494897,1.0504004,14
SAMPLE 1996,5.127029,2.4048107,11
SAMPLE 1997,0.15542665,7.3831754,4
SAMPLE 1998,5.273737,8.156842,4
SAMPLE 1999,9.497496,5.1428905,6
SAMPLE 2000,7.0146537,18.293367,1
SAMPLE 2001,13.174195,-10.268586,2
SAMPLE 2002,5.119005,8.719075,4
SAMPLE 2003,5.3354588,9.136115,11
SAMPLE 2004,4.0031776,10.198951,11
SAMPLE 2005,13.7757225,12.828118,3
SAMPLE 2006,5.0178347,8.858914,4
SAMPLE 2007,5.011352,8.727644,4
SAMPLE 2008,5.2808857,9.1100025,4
SAMPLE 2009,3.7114642,10.256219,4
SAMPLE 2010,5.4344783,9.225225,11
SAMPLE 2011,3.7218359,10.264796,4
SAMPLE 2012,5.448677,9.254827,11
SAMPLE 2013,5.463853,9.24776,11
SAMPLE 2014,24.806398,7.8100705,12
SAMPLE 2015,14.038186,13.680038,3
SAMPLE 2016,15.253703,12.386951,3
SAMPLE 2017,13.834854,12.774651,3
SAMPLE 2018,0.004749336,7.7976136,4
SAMPLE 2019,5.785597,1.990287,14
SAMPLE 2020,1.8584799,5.861699,4
SAMPLE 2021,14.667787,11.806815,3
SAMPLE 2022,2.3956563,-0.8639532,11
SAMPLE 2023,12.153403,-0.3898141,7
SAMPLE 2024,0.28385222,5.930651,4
SAMPLE 2025,24.106226,8.033023,12
SAMPLE 2026,24.773497,7.935426,12
SAMPLE 2027,12.528001,-10.161941,2
SAMPLE 2028,13.184351,-10.084627,2
SAMPLE 2029,12.59427,-10.52204,2
SAMPLE 2030,4.198872,5.8568215,4
SAMPLE 2031,24.801588,8.49562,12
SAMPLE 2032,24.320654,8.061285,12
SAMPLE 2033,24.54766,7.9191055,12
SAMPLE 2034,24.738384,7.7428074,12
SAMPLE 2035,24.92572,7.5201116,12
SAMPLE 2036,24.8427,7.5629945,12
SAMPLE 2037,8.123981,1.3632402,14
SAMPLE 2038,14.564023,13.352138,3
SAMPLE 2039,5.366677,9.086544,4
SAMPLE 2040,4.391689,3.4107125,4
SAMPLE 2041,5.2124224,1.3482773,11
SAMPLE 2042,4.8901362,2.9045832,4
SAMPLE 2043,3.7237334,10.297509,4
SAMPLE 2044,5.2188706,8.66791,4
SAMPLE 2045,4.9971247,8.706583,4
SAMPLE 2046,5.1836295,8.689287,11
SAMPLE 2047,5.0051403,8.474417,4
SAMPLE 2048,4.8842125,8.741352,4
SAMPLE 2049,3.939107,5.5265775,4
SAMPLE 2050,13.989267,12.085788,3
SAMPLE 2051,5.225401,1.4463047,11
SAMPLE 2052,24.355291,9.163478,12
SAMPLE 2053,24.576174,8.877157,12
SAMPLE 2054,24.746784,8.1935425,12
SAMPLE 2055,14.016686,13.229763,3
SAMPLE 2056,13.802513,11.985187,3
SAMPLE 2057,2.1458433,8.196784,4
SAMPLE 2058,8.294024,5.235814,6
SAMPLE 2059,24.897604,8.395525,12
SAMPLE 2060,1.5837166,5.895894,4
SAMPLE 2061,-9.852442,-2.9284728,13
SAMPLE 2062,5.635619,2.1184483,11
SAMPLE 2063,5.1529665,1.3246804,11
SAMPLE 2064,24.539875,8.952614,12
SAMPLE 2065,7.979255,1.170679,14
SAMPLE 2066,24.947336,7.8631353,12
SAMPLE 2067,15.273955,12.337638,3
SAMPLE 2068,4.396387,3.4152284,4
SAMPLE 2069,4.703983,5.4812946,6
SAMPLE 2070,12.962954,-11.318778,2
SAMPLE 2071,13.137269,-10.447834,2
SAMPLE 2072,5.176143,8.643431,4
SAMPLE 2073,5.281473,9.131221,11
SAMPLE 2074,5.0813704,8.771628,4
SAMPLE 2075,4.917719,8.544547,4
SAMPLE 2076,4.9730268,8.704961,4
SAMPLE 2077,6.13672,-4.9643464,5
SAMPLE 2078,5.9473395,-5.0077276,2
SAMPLE 2079,5.963542,-4.8161464,6
SAMPLE 2080,5.65346,-4.988463,6
SAMPLE 2081,6.0982785,-5.0501537,2
SAMPLE 2082,4.730767,-4.1243505,6
SAMPLE 2083,6.1416907,-4.9711,5
SAMPLE 2084,4.871355,-4.2630258,6
SAMPLE 2085,5.091179,-4.5058513,6
SAMPLE 2086,5.261394,-4.9922805,6
SAMPLE 2087,6.095175,-5.033781,2
SAMPLE 2088,5.868153,-4.8016515,6
SAMPLE 2089,5.1070147,-4.4918756,6
SAMPLE 2090,5.8719134,-4.8561006,6
SAMPLE 2091,5.48868,-5.0384216,6
SAMPLE 2092,6.0726576,-4.932655,6
SAMPLE 2093,4.7596254,-4.1563582,6
SAMPLE 2094,4.8564024,-4.272646,6
SAMPLE 2095,5.369814,-4.627187,6
SAMPLE 2096,4.942073,-4.388364,6
SAMPLE 2097,6.010011,-4.913268,6
SAMPLE 2098,4.7868342,-4.186392,6
SAMPLE 2099,5.9704666,-4.842653,6
SAMPLE 2100,5.9390073,-4.8234158,6
SAMPLE 2101,5.881479,-4.8408246,6
SAMPLE 2102,5.9060283,-4.918715,2
SAMPLE 2103,5.4756365,-4.619399,6
SAMPLE 2104,6.1424522,-4.980534,5
SAMPLE 2105,5.131934,-4.427637,6
SAMPLE 2106,4.9285545,-4.352973,6
SAMPLE 2107,4.97005,-4.446591,6
SAMPLE 2108,6.104917,-4.95218,5
SAMPLE 2109,6.1284847,-4.967068,5
SAMPLE 2110,4.9009776,-4.3269567,6
SAMPLE 2111,6.134488,-4.998133,5
SAMPLE 2112,5.9708195,-4.8260336,6
SAMPLE 2113,5.98903,-4.9597692,2
SAMPLE 2114,5.8604364,-4.8310027,6
SAMPLE 2115,5.7308664,-4.7929783,6
SAMPLE 2116,5.4098415,-5.0763817,6
SAMPLE 2117,6.118857,-4.9678535,5
SAMPLE 2118,6.018257,-4.922522,6
SAMPLE 2119,5.5579185,-4.6027327,6
SAMPLE 2120,5.375965,-4.619781,6
SAMPLE 2121,6.114575,-5.0048633,2
SAMPLE 2122,6.058768,-4.9272957,6
SAMPLE 2123,4.630353,-3.9984188,6
SAMPLE 2124,5.6407137,-4.9832764,6
SAMPLE 2125,6.155876,-4.9817147,5
SAMPLE 2126,4.8172274,-4.2187643,6
SAMPLE 2127,4.6784225,-4.001475,6
SAMPLE 2128,5.9549866,-4.8989997,6
SAMPLE 2129,4.8392515,6.915862,4
SAMPLE 2130,5.9319572,-4.755456,6
SAMPLE 2131,5.339162,-4.68072,6
SAMPLE 2132,5.8878407,-4.83458,6
SAMPLE 2133,6.012102,-4.866122,6
SAMPLE 2134,4.7892985,-4.2107234,6
SAMPLE 2135,6.1215305,-4.9689155,5
SAMPLE 2136,4.9982996,-4.390189,6
SAMPLE 2137,6.0273833,-4.9082375,6
SAMPLE 2138,6.152265,-4.922986,5
SAMPLE 2139,14.627987,12.042179,3
SAMPLE 2140,5.2191076,8.101462,4
SAMPLE 2141,-5.40424,-6.9079113,13
SAMPLE 2142,14.713354,12.821265,3
SAMPLE 2143,14.668505,12.667344,3
SAMPLE 2144,15.213883,12.337135,3
SAMPLE 2145,14.857167,12.935589,3
SAMPLE 2146,24.359655,7.9701157,12
SAMPLE 2147,13.825486,12.711325,3
SAMPLE 2148,1.455482,6.740001,4
SAMPLE 2149,11.806222,-0.15800698,7
SAMPLE 2150,5.4552026,1.9402522,11
SAMPLE 2151,5.1227374,1.6016315,11
SAMPLE 2152,8.031551,1.0652261,14
SAMPLE 2153,11.649743,-0.31077752,7
SAMPLE 2154,13.082498,-10.255804,2
SAMPLE 2155,13.026684,-10.24032,2
SAMPLE 2156,13.017808,-11.268093,2
SAMPLE 2157,12.569133,-10.053592,2
SAMPLE 2158,12.739611,-11.031441,2
SAMPLE 2159,13.108155,-11.197607,2
SAMPLE 2160,12.506289,-10.071779,2
SAMPLE 2161,13.0984535,-11.274799,2
SAMPLE 2162,5.1942954,-5.0896015,6
SAMPLE 2163,5.099427,-5.1132927,6
SAMPLE 2164,5.200033,-5.2021,6
SAMPLE 2165,5.472527,9.292742,11
SAMPLE 2166,4.8472514,6.490403,4
SAMPLE 2167,5.262988,9.126387,11
SAMPLE 2168,4.9573145,8.788178,4
SAMPLE 2169,13.813572,11.995221,3
SAMPLE 2170,12.111761,-0.35319826,7
SAMPLE 2171,7.8919234,1.0661789,14
SAMPLE 2172,14.462135,11.8687935,3
SAMPLE 2173,23.81334,8.374009,12
SAMPLE 2174,14.319893,13.508655,3
SAMPLE 2175,13.82142,11.9554,3
SAMPLE 2176,2.498832,6.8232145,4
SAMPLE 2177,2.2661128,6.7621303,4
SAMPLE 2178,2.3804057,6.7387223,4
SAMPLE 2179,22.94928,7.996158,8
SAMPLE 2180,15.030859,11.959763,3
SAMPLE 2181,13.799072,13.171574,3
SAMPLE 2182,1.1337236,-9.158733,5
SAMPLE 2183,4.8898077,7.2297997,4
SAMPLE 2184,24.564823,8.903119,12
SAMPLE 2185,24.286976,7.9258304,12
SAMPLE 2186,-11.5231,5.150566,10
SAMPLE 2187,13.246225,-10.421618,2
SAMPLE 2188,8.989405,7.0525775,6
SAMPLE 2189,8.885258,6.8185124,6
SAMPLE 2190,8.892982,6.7465076,6
SAMPLE 2191,8.989621,7.049306,6
SAMPLE 2192,8.870418,6.4881396,6
SAMPLE 2193,8.9812765,7.029332,6
SAMPLE 2194,8.938512,6.9394274,6
SAMPLE 2195,8.963643,7.0211897,6
SAMPLE 2196,8.839133,6.0998244,6
SAMPLE 2197,8.839496,6.1489773,6
SAMPLE 2198,1.9564403,6.7205377,4
SAMPLE 2199,8.629356,1.184736,14
SAMPLE 2200,14.333636,13.426074,3
SAMPLE 2201,24.347862,9.1894865,12
SAMPLE 2202,14.628704,11.879133,3
SAMPLE 2203,14.17148,12.460767,3
SAMPLE 2204,14.036567,12.900164,3
SAMPLE 2205,8.533256,5.0705023,6
SAMPLE 2206,7.959005,18.984451,13
SAMPLE 2207,1.2216865,7.777244,4
SAMPLE 2208,4.9085555,5.14004,4
SAMPLE 2209,5.235937,1.4796398,11
SAMPLE 2210,24.83487,7.5599957,12
SAMPLE 2211,14.311223,14.00811,3
SAMPLE 2212,4.7394395,7.921708,4
SAMPLE 2213,13.810944,13.115546,3
SAMPLE 2214,7.5169945,5.1782765,2
SAMPLE 2215,-5.5888643,18.227919,9
SAMPLE 2216,23.99607,8.031138,12
SAMPLE 2217,3.5215952,5.5994496,4
SAMPLE 2218,15.135734,12.000186,3
SAMPLE 2219,5.2399664,1.4939228,11
SAMPLE 2220,2.2174094,6.8621397,4
SAMPLE 2221,13.8158045,12.521941,3
SAMPLE 2222,2.8941247,0.0048027206,11
SAMPLE 2223,2.0608497,-0.4918029,11
SAMPLE 2224,4.443117,2.188982,11
SAMPLE 2225,12.8282795,-11.165014,2
SAMPLE 2226,6.9595695,18.328995,1
SAMPLE 2227,5.1596737,-5.218509,6
SAMPLE 2228,24.391394,7.9327903,12
SAMPLE 2229,0.085428804,7.71697,4
SAMPLE 2230,1.1483394,-9.154547,5
SAMPLE 2231,14.490878,13.588624,3
SAMPLE 2232,14.936877,12.068527,3
SAMPLE 2233,24.951323,8.171263,12
SAMPLE 2234,8.64284,5.113793,6
SAMPLE 2235,24.508654,7.8479223,12
SAMPLE 2236,24.520412,8.309093,12
SAMPLE 2237,12.091389,-4.407093,5
SAMPLE 2238,9.469812,5.1782413,6
SAMPLE 2239,0.71355563,7.380049,4
SAMPLE 2240,24.63135,8.704682,12
SAMPLE 2241,24.238062,8.18258,12
SAMPLE 2242,24.811039,7.58638,12
SAMPLE 2243,24.200577,8.209874,12
SAMPLE 2244,24.58594,8.45765,12
SAMPLE 2245,24.433859,8.089724,12
SAMPLE 2246,24.509195,8.383949,12
SAMPLE 2247,5.2265,8.110387,4
SAMPLE 2248,14.512533,13.327539,3
SAMPLE 2249,22.86178,7.921465,8
SAMPLE 2250,8.481271,5.0431633,5
SAMPLE 2251,12.120213,-4.45304,5
SAMPLE 2252,5.149865,8.066128,4
SAMPLE 2253,24.19298,8.928305,12
SAMPLE 2254,14.15361,12.399895,3
SAMPLE 2255,8.368684,1.217176,14
SAMPLE 2256,13.903163,13.168655,3
SAMPLE 2257,12.076928,-4.382727,5
SAMPLE 2258,1.6380986,5.732674,4
SAMPLE 2259,14.952735,11.8744545,3
SAMPLE 2260,24.9301,8.421061,12
SAMPLE 2261,0.2268831,-10.126051,5
SAMPLE 2262,-5.431371,-7.9288373,13
SAMPLE 2263,0.35514042,5.974825,4
SAMPLE 2264,24.199335,8.807911,12
SAMPLE 2265,4.9667487,2.232526,11
SAMPLE 2266,5.1548166,4.8351254,4
SAMPLE 2267,5.220139,4.8033357,4
SAMPLE 2268,24.971441,7.989826,12
SAMPLE 2269,14.774449,11.608447,3
SAMPLE 2270,9.007343,5.4464903,6
SAMPLE 2271,8.993646,5.4800577,6
SAMPLE 2272,8.992,5.740914,6
SAMPLE 2273,-5.444834,-7.8316283,13
SAMPLE 2274,13.768744,13.150672,3
SAMPLE 2275,15.194248,12.229146,3
SAMPLE 2276,14.974104,12.052879,3
SAMPLE 2277,13.994935,12.780012,3
SAMPLE 2278,14.32344,13.151488,3
SAMPLE 2279,15.004828,12.073775,3
SAMPLE 2280,13.710741,13.3853035,3
SAMPLE 2281,-7.2994003,11.161718,4
SAMPLE 2282,14.088171,14.002779,3
SAMPLE 2283,-7.3743877,11.236305,4
SAMPLE 2284,13.726996,13.457183,3
SAMPLE 2285,7.940133,5.1759424,2
SAMPLE 2286,14.251446,12.395594,3
SAMPLE 2287,15.077725,12.092596,7
SAMPLE 2288,-5.4313736,-7.92795,13
SAMPLE 2289,2.0178492,5.669141,4
SAMPLE 2290,24.223644,8.078002,12
SAMPLE 2291,23.446507,8.047649,12
SAMPLE 2292,7.950259,0.9416869,14
SAMPLE 2293,14.591999,12.188724,3
SAMPLE 2294,14.599529,11.895394,3
SAMPLE 2295,14.509924,11.829011,3
SAMPLE 2296,24.214027,8.891691,12
SAMPLE 2297,2.089115,6.8414364,4
SAMPLE 2298,1.3478632,5.7809687,4
SAMPLE 2299,24.976662,7.9622774,12
SAMPLE 2300,12.094372,-4.4072986,5
SAMPLE 2301,14.177192,11.801412,3
SAMPLE 2302,4.8575115,7.4955997,4
SAMPLE 2303,6.828017,-13.071144,2
SAMPLE 2304,24.59817,8.86955,12
SAMPLE 2305,1.1316305,-9.159583,5
SAMPLE 2306,14.736106,12.099466,3
SAMPLE 2307,14.134606,13.91845,3
SAMPLE 2308,13.67832,13.122811,3
SAMPLE 2309,15.250962,12.338338,3
SAMPLE 2310,14.848813,11.737003,3
SAMPLE 2311,14.92036,12.286925,3
SAMPLE 2312,14.102022,13.960424,3
SAMPLE 2313,13.920102,13.781649,3
SAMPLE 2314,24.668594,7.8275156,12
SAMPLE 2315,24.476337,8.027988,12
SAMPLE 2316,24.706553,8.474422,12
SAMPLE 2317,24.330988,9.2403145,12
SAMPLE 2318,24.602253,8.925638,12
SAMPLE 2319,1.0109758,-9.41706,5
SAMPLE 2320,14.824245,12.345864,3
SAMPLE 2321,14.248349,12.473439,3
SAMPLE 2322,-7.28398,11.146034,4
SAMPLE 2323,14.750866,12.60878,3
SAMPLE 2324,14.729551,12.054897,3
SAMPLE 2325,4.745014,7.9386554,4
SAMPLE 2326,5.453393,5.521529,4
SAMPLE 2327,4.8033533,5.443947,4
SAMPLE 2328,12.1209,-4.464375,5
SAMPLE 2329,12.076327,-4.3843484,5
SAMPLE 2330,1.6937706,6.3144403,4
SAMPLE 2331,14.885016,12.149781,3
SAMPLE 2332,14.146384,12.352185,3
SAMPLE 2333,15.0204735,12.685854,3
SAMPLE 2334,13.9083,13.377145,3
SAMPLE 2335,-7.368134,11.230014,4
SAMPLE 2336,-7.397142,11.259057,4
SAMPLE 2337,8.096762,1.2046509,14
SAMPLE 2338,12.053676,-0.30864152,7
SAMPLE 2339,24.62687,8.735202,12
SAMPLE 2340,23.566061,8.212122,12
SAMPLE 2341,24.422426,8.239982,12
SAMPLE 2342,24.472305,8.304254,12
SAMPLE 2343,23.441097,8.015203,12
SAMPLE 2344,15.168012,12.233241,3
SAMPLE 2345,5.268546,8.968102,4
SAMPLE 2346,-5.5690985,18.208187,9
SAMPLE 2347,2.3801851,6.64394,4
SAMPLE 2348,5.182682,1.3926027,11
SAMPLE 2349,24.083235,8.774716,12
SAMPLE 2350,6.8241563,-13.075195,2
SAMPLE 2351,24.882578,8.482292,12
SAMPLE 2352,0.15359052,-10.198405,5
SAMPLE 2353,-4.745995,-8.029298,13
SAMPLE 2354,12.491674,-10.189809,2
SAMPLE 2355,13.087582,-11.222069,2
SAMPLE 2356,14.033364,12.8842325,3
SAMPLE 2357,11.823309,-0.3489676,7
SAMPLE 2358,14.634684,13.049821,3
SAMPLE 2359,5.1916,1.5773325,11
SAMPLE 2360,1.3616942,5.7691584,4
SAMPLE 2361,14.916212,11.895721,3
SAMPLE 2362,9.556859,5.1400547,6
SAMPLE 2363,24.285013,8.418957,12
SAMPLE 2364,2.8673322,6.336428,4
SAMPLE 2365,5.240778,1.4180824,11
SAMPLE 2366,14.41557,13.5307045,3
SAMPLE 2367,3.472214,5.40586,4
SAMPLE 2368,0.019986458,-10.333476,5
SAMPLE 2369,0.065913275,-10.287132,5
SAMPLE 2370,0.005703918,-10.347569,5
SAMPLE 2371,13.901823,12.456721,3
SAMPLE 2372,0.18544997,7.368685,4
SAMPLE 2373,0.3216565,-10.034256,5
SAMPLE 2374,0.059110988,-10.293887,5
SAMPLE 2375,0.015838338,-10.337648,5
SAMPLE 2376,0.064956844,-10.288227,5
SAMPLE 2377,0.007968298,-10.345558,5
SAMPLE 2378,0.12563644,-10.227505,5
SAMPLE 2379,0.039168734,-10.314572,5
SAMPLE 2380,0.025256963,-10.328284,5
SAMPLE 2381,0.029294822,-10.32369,5
SAMPLE 2382,0.0677344,-10.284766,5
SAMPLE 2383,-0.012290426,-10.365916,5
SAMPLE 2384,1.9091644,6.657864,4
SAMPLE 2385,1.8992538,6.6149716,4
SAMPLE 2386,19.490234,-11.077686,5
SAMPLE 2387,19.425604,-11.012954,5
SAMPLE 2388,19.58167,-11.168276,5
SAMPLE 2389,14.757456,11.947148,3
SAMPLE 2390,14.686475,11.837487,3
SAMPLE 2391,8.84099,6.0678363,6
SAMPLE 2392,24.910551,7.5424533,12
SAMPLE 2393,24.402937,8.107664,12
SAMPLE 2394,1.7347926,5.744109,4
SAMPLE 2395,12.513023,-10.077257,2
SAMPLE 2396,1.9406567,5.5938945,4
SAMPLE 2397,24.300676,8.242484,12
SAMPLE 2398,0.0059422534,-10.347656,5
SAMPLE 2399,0.051721495,-10.301751,5
SAMPLE 2400,0.053937044,-10.299481,5
SAMPLE 2401,0.0025273713,-10.351082,5
SAMPLE 2402,0.0053791795,-10.348301,5
SAMPLE 2403,19.352772,-10.940157,5
SAMPLE 2404,19.424276,-11.01174,5
SAMPLE 2405,19.579865,-11.167614,5
SAMPLE 2406,19.63605,-11.223821,5
SAMPLE 2407,19.609377,-11.197029,5
SAMPLE 2408,19.560383,-11.148089,5
SAMPLE 2409,14.332062,13.516238,3
SAMPLE 2410,8.860263,6.4695034,6
SAMPLE 2411,-5.347654,-7.7136984,13
SAMPLE 2412,0.18222491,7.1600823,4
SAMPLE 2413,1.5747819,6.6712494,4
SAMPLE 2414,13.912136,12.886524,3
SAMPLE 2415,0.6739507,13.020673,4
SAMPLE 2416,14.347226,13.852215,3
SAMPLE 2417,14.878417,12.146822,3
SAMPLE 2418,2.628076,5.6469073,4
SAMPLE 2419,1.9927386,6.7073565,4
SAMPLE 2420,23.186892,7.964034,8
SAMPLE 2421,-4.6615386,-8.029391,13
SAMPLE 2422,8.424112,5.1167994,6
SAMPLE 2423,22.88182,7.9000688,8
SAMPLE 2424,14.424218,11.847726,3
SAMPLE 2425,14.781346,11.720819,3
SAMPLE 2426,24.328468,9.174869,12
SAMPLE 2427,3.385049,5.476382,4
SAMPLE 2428,1.8107802,6.061228,4
SAMPLE 2429,0.26809075,7.326131,4
SAMPLE 2430,24.2821,8.132432,12
SAMPLE 2431,24.338839,7.939192,12
SAMPLE 2432,24.888216,8.5167,12
SAMPLE 2433,3.2690313,5.517584,4
SAMPLE 2434,14.255356,11.883197,3
SAMPLE 2435,24.52421,8.9280405,12
SAMPLE 2436,8.256248,19.102283,13
SAMPLE 2437,7.8210177,1.4784993,14
SAMPLE 2438,7.8521457,1.5892003,14
SAMPLE 2439,8.208402,1.4298813,14
SAMPLE 2440,14.325419,13.984841,3
SAMPLE 2441,14.463127,11.781237,3
SAMPLE 2442,24.361656,8.445457,12
